Application No,Date Of Filing Application,Date Of Publication,Title,Name of Applicant,Address,Name of inventor,Abstract,No of Pages
1300/MUM/2008 A ,23/06/2008,01/01/2010,SEE SAW PUMP FOR PUMPING WATER.(SWIVELING MECHANISM) , 1)Mr. Ajit Manakchand Bhandari  ,"Villa No. 10, Paradise, Baner Road, Baner, Pune-411045, M.S. India Maharashtra India ", 1)Mr. Ajit Manakchand Bhandari ,"A See-saw pump for pumping water (swiveling mechanism) comprises a frame assembly. A main fabricated frame is strengthened below with two supporting trusses. The said assembly is mounted on two bearing blocks with the help of a solid axle welded to the supporting M.S. plate which is firmly tightened at the centre of the main frame. The said bearing block is mounted firmly on stand assembly. The stand assembly comprising stand provided with foundation plate that is secured in the ground firmly using foundation bolts. The said frame assembly is provided with moulded plastic seats and suitable handles for holding. The swiveling device is connected to the connecting rod of the conventional hand pump mechanism through hanger assembly. The conventional hand pump mechanism consists of a piston and a cylinder arrangement fitted in the water source; and wherein the said hanger assembly is attached to the main frame with the help of bolts; and the connecting rod is attached to the hanger bearing blocks through sturdy roller chains. The said pump comprising specially designed stainless steel cylinder which is lowered in the water source with the help of a riser pipe, wherein cylinder plunger is connected to the hanger assembly mechanism through connecting rods. When the see-saw swings the connecting rods connected to the see-saw frame gets an up and down motion which is further transferred to the plunger of the cylinder lifting the water from the pipe to the higher level.  ",18
1312/MUM/2008 A ,24/06/2008,01/01/2010,AUTOMATION IN IT SERVICES AND IT ENABLED SERVICES , 1)TATA CONSULTANCY SERVICES  ,"Bombay House, 24, Sir Homi Mody Street, Mumbai-400001, Maharashtra, India. ", 1)KUMAR ANAND 2)Nori kesav vithal 3)Reddy nitin kunda ,The object of this invention is to provide a tool for automation of IT services and IT enabled services.The object of this invention is to maintain information integrity and reduce information fragmentation in organizations introduced by IT systems.  ,23
1337/MUM/2008 A ,26/06/2008,01/01/2010,POLYSEPTIC TANK ," 1)NATIONAL INNOVATION FOUNDATION,  ","BunglowNo. 1, Satellite Complex, Jodhpur Tekra, Premchand Nagar Road, Ahmeelabad'380015, Gujarat State, India  2)C0STABIR, Blaise 3)RAJESH, T.R. "," 1)Rajesh, T.R. 2)Costabir, Blaise ","The present invention provides a rotomoulded septic tank comprising a series of aligned baffle elements disposed in the path of flowing sewage matter. The invention also provides a process for filtering flowing sewage matter. The process of the present invention comprises providing a series of aligned baffle elements with in a rotomoulded septic tank, placing the series of aligned baffle elements in the path of flowing sewage matter, collecting a substantially supernatent phase at the outlet of the aligned baffle elements, and optionally, isolating the retained precipitate.  ",23
1338/MUM/2008 A ,26/06/2008,01/01/2010,AN ABSORPTION REFRIGERATION SYSTEM AND A PROCESS FOR REFRIGERATION UTILIZING THE SAME ," 1)Bhagwat, Sunil Subhash  ","101, Academic Staff Quarters, UICT Campus, Rafi Ahmed Kidwai Road, Matunga, Mumbai 400019 Maharashtra, India. "," 1)Bhagwat, Sunil Subhash ","An absorption refrigeration system and a process for producing refrigeration using the system, wherein the system comprises two thermally coupled loops - each loop comprising a working fluid, a reboiler, a distillation column, a condenser, an evaporator and an absorber, a bleed heat exchanger, a refrigerant heat exchanger and a solution heat exchanger; wherein each of the first and second reboiler is provided with a low grade heat.  ",27
1339/MUM/2008 A ,26/06/2008,01/01/2010,LED DRIVER AND LIGHTING SYSTEM USING THE SAME , 1)360 Degree Automation  ,"642 Laxmi Plaza, Laxmi Industrial Estate, Off Link Road, Andheri West, Murabai - 400053, Maharashtra, India. "," 1)Mehta, Kiran Madhukant ","An apparatus for driving at least one light-emitting diode (LED), comprisinga current switching unit enabled to switch an input current signal through current pulse width modulation, control peaks of the switched current signal and adjust duty cycle of the switched current signal to provide an intermediate current signal and amplify the intermediate current signal as per requirements of the at least one LED to provide an output current signal.  ",19
1340/MUM/2008 A ,26/06/2008,01/01/2010,ORAL HERBAL COMPOSITION FOR THE TREATMENT OF ORAL CANDIDIASIS , 1)PERAMAL LIFE SCIENCES LIMITED  ,"Piramal Tower, Ganpatrao Kadam Marg, Lower Parel, Mumbai- 400013, State of Maharashtra, India "," 1)CHAUHAN, Vijay Singh 2)SALKAR, Kavita Sujeet ","An oral herbal composition comprising a therapeutically effective amount of an extract derived from the berries of a plant. Piper cubeba, wherein the composition is adapted for the treatment of oral candidiasis (oral thrush). The oral herbal composition can be formulated in the form of a candy, a chewable tablet and an oral gel. The herbal composition exhibits anti-fungal activity against azole resistant strains of Candida albicans. The herbal composition is safe to administer and has improved patient compliance. ",25
1346/MUM/2008 A ,26/06/2008,01/01/2010,"COST EFFECTIVE, ONE POT PROCESS FOR SYNTHESIS OF HIGHLY PURE METFORMIN HYDROCHLORIDE SUBSTANTIALLY FREE FROM MELAMINE AND CYANOGUANIDINE ", 1)WANBURY LIMITED  ,"B-Wing, 10th Floor, BSEL Tech Park, Sector 30 A, Plot No.39/5 & 39/5A, Opp.Vashi Railway Station, Navi-Mumbai-400703, Maharashtra, India "," 1)Sanganabhatla, Shankar 2)Koduru, Ramanarasimha 3)Patankar,Chandrakanth ","Disclosed herein is a process for preparation of highly pure Metformin Hydrochloride, wherein said process comprises reacting dimethylamine Hydrochloride prepared insitu with Dicyanodiamide (DCDA) at a temperature ranging 135-140øC for 5-10 hrs to obtain Metformin Hydrochloride substantially free from the impurities, Melamine and Cyanoguanidine.  ",8
1546/MUMNP/2009 A ,18/08/2009,01/01/2010,BIOAVAILABLE FORMULATIONS OF HETEROCYCLIC COMPOUNDS , 1)FOREST LABORATORIES HOLDINGS LIMITED  ,"18 PARLIAMENT STREET, MILNER HOUSE, HAMILTON, HM12 (BM) Ireland ", 1)DEDHIYA MAHENDRA 2)SURANA RAHUL 3)RASTOGI SUNEEL K 4)CHHETRRY ANIL ,"The present invention relates to bioavailable pharmaceutical formulations of heterocyclic compounds, such as such as N-(3,5-dichloropyrid-4-yl)-4-difluoromethoxy-8-methanesulfonamido-dibenzo[b,d]furan-l-carboxamide (oglemilast) and pharmaceutically acceptable salts thereof, to processes for their preparation and to methods of treatment using the same. The present invention also relates to substantially pure amorphous forms of heterocyclic compounds, such as oglemilast. The invention is particularly directed to bioavailable pharmaceutical oral dosage forms containing amorphous oglemilast.  ",63
1526/MUMNP/2009 A ,13/08/2009,01/01/2010,A REACTOR CORE , 1)HEXAFORMER AB  ,"KANALVAGEN 5A, S-194 61 UPPLANDS VASBY, SWEDEN. ", 1)FALLDIN AGNE ,"A reactor core is formed in an essentially triangular shape. Such a reactor core shape can advantageously be obtained by winding a strip of electromagnetic material, such as a strip of transformer plate, a number of windings into a triangular shape.  ",10
63/MUM/2008 A ,08/01/2008,01/01/2010,A NOVEL SYSTEM TO AUTOMATICALLY STOP AND START AUTOMOBILE ENGINES , 1)MAHINDRA AND MAHINDRA LIMITED  ,"A.S, R&D CENTER, 89 MIDC, SATPUR, NASHIK Maharashtra India ", 1)ARAVAPALLI SRINIVAS 2)CHIDAMBARAM NANDAGOPALAN 3)THIRUMURTHY VIJAYAN 4)BHARTI AMIT 5)PHEGADE SANJAY MADHUKAR ,"The present invention generally relates to automobile engines. In particular, the invention relates to a system to automatic stop and start of the engines of motor vehicles based on certain predefined conditions that represent aspects such as the vehicle speed, engine speed, positions of the bonnet, the clutch pedal and the gearshift lever, levels of the ambient light intensity and that of the battery voltage during normal operation and during cranking, operation of the horn, occurrence of rain.  ",52
1316/MUM/2008 A ,24/06/2008,01/01/2010,IN IMPELLER FITTED ON THE PUMP SHAFT , 1)KIRLOSKAR BROTHERS LIMITED  ,"UDYOG BHAVAN, TILAK ROAD, PUNE-411002 Maharashtra India ", 1)BIRAJDAR RAVINDRA SHARANAPPA  2)KULKARNI PRASAD MADHAVRAO 3)BODKE MALOJI MAHADEV ,impeller nut and a threaded sleeve. The impeller nut and the threaded sleeve are adapted to be thread fitted to external threads of the pump shaft. The use of the impeller fitment assembly of the present invention prevents the displacement of the impellers during maintenance of the sleeve. The impeller fitment assembly in accordance with the present invention helps in reducing the time required for maintenance of the sleeve.  ,17
1317/MUM/2008 A ,24/06/2008,01/01/2010,MULTI STAGE PUMP , 1)KIRLOSKAR BROTHERS LIMITED  ,"UDYOG BHAVAN, TILAK ROAD, PUNE-411002, MAHARASHTRA, INDIA. ", 1)BIRAJDAR RAV1NDRA SHARANAPPA 2)KULKARNI PRASAD MADHAVRAO 3)BODKEMALOJI MAHADEV ,A two stage horizontal split case pump 100 is disclosed wherein the bore diameter of the first stage impeller and the first seat diameter DI of the shaft is not the same as that of the second stage impeller and the second seat diameter D2 of the shaft. The two stage horizontal split case pump helps in easy installation of the impellers and saves the time required for reassembling and maintenance of a pump.  ,17
1329/MUM/2008 A ,25/06/2008,01/01/2010,GEL FORMING OPTHALMIC SOLUTION , 1)Wockhardt Ltd  ,"D4-MIDC Area, Chikalthana, Aurangabad - 431210 (M.S.)INDIA. Maharashtra India "," 1) ACHI.FYA, GIRISH SHANTILAL 2)JAIN, GIRISH KUMAR ","The present invention provides ophthalmic formulations or vehicle solutions, which are administrable as liquids and which gels upon instillation into the eye comprising ophthalmic pharmaceutically active agent, combination of gellan gum"" and polyvinyl pyrrolidone optionally with other ophthalmically acceptable carriers.  ",11
1330/MUM/2008 A ,25/06/2008,01/01/2010,ASEPTICALLY FILLED OPHTHALMIC DOSAGE FORM , 1)Wockhardt Ltd  ,"D4-M1DC Area, Chikalthana, Aurangabad-431210 (M.S.) INDIA. Maharashtra India "," 1)ACHLIYA, GIRISH SHANTILAL 2)BORA, SURESH PARASMAL 3)JAIN, GIRISH KUMAR ",The present invention provides an aseptically filled ophthalmic dosage form comprising dorzolamide or salt thereof optionally with ophthalmically acceptable carriers.  ,11
1331/MUM/2008 A ,25/06/2008,01/01/2010,ASEPTICALLY FILLED OPHTHALMIC DOSAGE FORM , 1)Wockhardt Ltd  ,"D4-MIDC Area, Chikalthana,Aurangabad - 431210 (M.S.) INDIA. Maharashtra India "," 1)ACHLIYA, GIRISH SHANTILAL 2)BORA, SURESH PARASMAL 3)JAIN, GIRISH KUMAR ",The present invention provides an aseptically filled ophthalmic dosage form of dorzolamide or salt thereof and dorzolamide or salt thereof and timolol or salt thereof optionally with ophthalmically acceptable carriers. ,11
1324/MUM/2008 A ,24/06/2008,01/01/2010,A NOVEL PROCESS FOR PREPARATION OF FIXED DOSE COMBINATION OF DUAL RELEASE METOPROLOL SUCCINATE AND LOSARTAN POTASSIUM , 1)IPCA LABORATORIES LIMITED  ,"48, Kandivli Industrial Estate, Charkop, Kandivli (West), Mumbai-400067, Maharashtra, India. "," 1)Godha Premchand 2)Bansal, Yatish Kumar 3)Kadam, Sonal 4)Phadhke, Manisha ","The present invention deals with a novel process for preparation of fixed dose combination of two actives in a stable tablet - in - tablet pharmaceutical composition, prepared with dual release drug absorption system technology, comprising angiotensin II receptor antagonist such as losartan potassium and a beta-selective adrenoreceptor blocking agent, such as Metoprolol, wherein losartan is incorporated as an immediate release component and Metoprolol is incorporated as an extended release component comprising monolithic matrix technology.  ",23
1522/CHE/2008 A ,23/06/2008,01/01/2010,ENCLOSURE ARRANGEMENT FOR CONTROL PANEL AND A METHOD OF COOLING , 1)CATERPILLAR TECHNOLOGIES SINGAPORE PTE. LTD  ,"NO. 7 TRACTORS ROAD, SINGAPORE - 627 968 Singapore ", 1)NELSON HAROLD SLAUGHTER 2)AJAY LAXMAN GOLE  3)MUTHUSWAMY MOHANA PRAKADESH ,"The present disclosure relates to an enclosure arrangement for a control panel having a box having a plurality of side walls, an end wall, and a plurality of cooling fins connected to at least a one of the side walls and said end wall. The box is disposed in an opening in a mounting plate and connected to the mounting plate. The control panel is disposed in the box and connected to an at least one of the box and mounting plate. A guard member having first and second spaced apart side walls, a top wall, and opposite ends, is connected to the mounting plate and disposed about the box. The enclosure arrangement helps prevent foreign bodies and substances from intruding upon components housed by the box and dissipates heat generated by the control panel encased by the box of the enclosure arrangement. ",16
1529/CHE/2008 A ,23/06/2008,01/01/2010,IMPROVED PROCESS FOR THE PREPARATION OF HIGH PURITY SUNITINIB AND ITS PHARMACEUTICALLY ACCEPTABLE SALT , 1)NATCO PHARMA LIMITED  ,"NATCO PHARMA LIMITED NATCO HOUSE ROAD NO.2, BANJARA HILLS HYDERABAD, PIN CODE-500 033 Andhra Pradesh India ", 1)KONDURI SRTIBIVASA KRISHNA MURTHY  2)ADIBHATLA KALI SATYA BHUJANGA RAO  3)VENKAIAH CHOWDARY NANNAPANENI ,"The present invention relates to an improved process for the preparation of N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-1,2-dihydro-2-oxo-3H-indol-3-ylidine) methyl]-2,4- dimethyl-lH-pyrrole-3-carboxamide - Sunitinib base of formula-I and its pharmaceutically acceptable malate salt of formula-I(a). ",49
1533/CHE/2008 A ,24/06/2008,01/01/2010,ROBOTIC COOKING MACHINE , 1)SAVEETHA ENGINEERING COLLEGE  ,"SAVEETHA ENGINEERING COLLEGE, SAVEETHA NAGAR, THANSALAM, CHENNAI - 602 105 Tamil Nadu India ", 1)M. JAMBULINGAM 2)P. CHEMBIAN 3)JESLY JOSE 4)ARAVINDH GANESH ,"An automated system of preparing dishes designed with the preparation of South Indian food In mind, the system can be adapted to whatever type of food is desired by the user. The system comprises of a single machine with all the ingredients stored In their respective docks. An Induction heating pan heats a cooking vessel to a desired temperature. The cooking pan includes a temperature sensing element to monitor heating of the pan and cooking of the food. The machine when needed does chopping vegetables and seasoning automatically. At last the pan ejects out with the dish cooked and Is ready to be eaten. ",30
